leader,vote,name,Sc,Sc_p,R-Sc,R-Sc_p,slots,Sc_p_lb,Sc_p_ub,Sc_p_flag,Sc_lb,Sc_ub,Sc_flag
6dwKX2BK1JowEVXvKemcfw2arNeTe6RHYrs4FomxSVPw,BT8LZUvQVwFHRGw2Dwv7UeqDUq7btfjegLpuz5bwgziD,"private",1.18502331002331,0.4467511655011655,1355.6666666666667,511.0833333333333,1144,0.39063008636370733,0.5042629553422612,true,0.040932477129903125,0.16668214369540868,true
71M936kzQRe7eWrABba6yKqPsmTMVhijQqDNQP9qM9pP,DM8eVQwKYpFUq4MAC1XEeZMjV4T34LfvGkK9vca55GaY,"SpaceCat.ws 🚀 0% + MEV",0.9680110602593441,0.4433161708619375,1692.0833333333335,774.9166666666667,1748,0.3977709981513806,0.48983461627475766,true,0.0529422991986388,0.154672321626673,true
ANTmwMfoBzEk31Rw8e11nLRvDgzWEVEMGUUy1v9fdRxV,DrCcHpAWj8a4JU99QKtwfCynzdhgQeuieAY9WadZD5Ry,"FireDog 🔥 ZERO FEES",0.9909188034188035,0.4385683760683761,1082.0833333333333,478.91666666666674,1092,0.38138159631494367,0.49743493462176075,true,0.03945286685151442,0.16816175397379737,true
BJu6CLyEP2M5Fvj88DF7ZcJYhs9qb2FYBBrVKwrFYoQk,HAK7iPgQTFwqEzPfVrRDbG5epFdk1dsA9qQexytsDoes,"StakeShip 🛳  Additional rewards",0.9336252653927815,0.43511146496815295,2931.583333333334,1366.2500000000002,3140,0.40108230904487885,0.46976322378894064,true,0.0658561521789352,0.1417584686463766,true
8ZvC5d39VKnz4UUJV928s76Mv7FdSbX5WwHCuCFAanj3,5WPxGiB6zBXNJp8JN3WhSKDuTY3ZBX6dBDcbtVMQAJLX,"EliteStaking.vip 💜",0.9376132246376812,0.4345561594202898,1380.1666666666667,639.6666666666666,1472,0.38520771529761266,0.48523683362009473,true,0.04837844950166498,0.1592361713236468,true
1znL3zFHi3znoaz6T6rnnEnRj8Ar3fohDq7ZNk37sUL,A1taSaBJrLMrqfWsPESYDujnZv5yD7bF35LjXoyNXhzN,"AltaBlock",0.9277283281733747,0.4342427760577916,2397.25,1122.0833333333335,2584,0.39679848294775033,0.47245297556539256,true,0.0619719414003533,0.14564267942495848,true
b8ThsbsARWyjqWrBdU9JNFhXg8ZAjDaJtaqXXzy1sRS,CzmqDuqEpfnkptuLAcikmJrhCnhFXo8aUBj6Rto1SPAc,"MARGUS.ONE 💎 0% fee +MEV!",0.9065420560747666,0.42834890965732086,2716.0000000000005,1283.3333333333333,2996,0.39362278466525014,0.46379540143433295,true,0.06495481174554846,0.14265980907976333,true
4ZUdaCPz4t1gJK6bFN2YdG6BDfxZ3ApvGMiQUmKPPtny,7XTz9RDt9gbckonUUYvzQ8q3Pfdo36oiQsreXsHhNFzj,"Spear | best rewards!",0.9075984990619137,0.42733739837398377,1935,911.0833333333334,2132,0.3863108711733707,0.4693884270691997,true,0.05775024545651353,0.14986437536879826,true
Bs1AYgU6v6MiKivhpNpHnU9VePJAfdeC1yC3FuRaBWNa,FPjq7vB2V3TiseJJSPsp47UWSfT4AwvKjiU7GEro7bX9,"Aspis 🛡 +MEV",0.9323123346560847,0.4255952380952382,3759.0833333333335,1716.0000000000005,4032,0.3956345124503867,0.45611252657966606,true,0.07031619614370829,0.1372984246816035,true
CZLU7uNs1SNvmV1vodR29hwJFjQ2eVUXsQJwGt2SKVKk,5ni6KoVM62cRJNfFFKGdiyDfYbKWWAGZ21cfGZcj1y66,"Custodian 💼 0% fees +MEV!",0.8889671361502348,0.4254107981220657,1262.3333333333335,604.0833333333334,1420,0.37541616799536426,0.4769788459696044,true,0.04737267982849726,0.16024194099681455,true
